dataset,scenario,rank,username,combined_score,distance_to_infected,shared_context_weight,degree_centrality,distance_score,shared_score,degree_score,same_component
REQUEST_FOR_DELETION,REQUEST_FOR_DELETION_one_seed,1,Ymblanter,0.7009109311740891,1.0,1.0,0.06442520636198913,0.75,1.0,0.12955465587044535,1
REQUEST_FOR_DELETION,REQUEST_FOR_DELETION_one_seed,2,Inkowik,0.6818421052631579,1.0,1.0,0.017012281054962754,0.75,1.0,0.03421052631578947,1
REQUEST_FOR_DELETION,REQUEST_FOR_DELETION_one_seed,3,Bill william compton,0.6817611336032389,1.0,1.0,0.01681095228508154,0.75,1.0,0.033805668016194335,1
REQUEST_FOR_DELETION,REQUEST_FOR_DELETION_one_seed,4,DeltaBot,0.45,2.0,0.0,0.4972820616066036,0.5,0.0,1.0,1
REQUEST_FOR_DELETION,REQUEST_FOR_DELETION_one_seed,5,BeneBot*,0.4263157894736842,2.0,0.0,0.43839339641634795,0.5,0.0,0.8815789473684211,1
REQUEST_FOR_DELETION,REQUEST_FOR_DELETION_one_seed,6,Cycn,0.2989068825910931,2.0,0.0,0.12160257700825448,0.5,0.0,0.2445344129554656,1
REQUEST_FOR_DELETION,REQUEST_FOR_DELETION_one_seed,7,MisterSynergy,0.2788259109311741,2.0,0.0,0.07167304207771291,0.5,0.0,0.14412955465587046,1
REQUEST_FOR_DELETION,REQUEST_FOR_DELETION_one_seed,8,Lymantria,0.2786234817813765,2.0,0.0,0.07116972015300987,0.5,0.0,0.1431174089068826,1
REQUEST_FOR_DELETION,REQUEST_FOR_DELETION_one_seed,9,분당선M,0.27558704453441296,2.0,0.0,0.06361989128246427,0.5,0.0,0.12793522267206478,1
REQUEST_FOR_DELETION,REQUEST_FOR_DELETION_one_seed,10,Quakewoody,0.2730769230769231,2.0,0.0,0.057378699416146574,0.5,0.0,0.11538461538461539,1
REQUEST_FOR_DELETION,REQUEST_FOR_DELETION_one_seed,11,Stryn,0.2708502024291498,2.0,0.0,0.05184215824441313,0.5,0.0,0.10425101214574899,1
REQUEST_FOR_DELETION,REQUEST_FOR_DELETION_one_seed,12,Mbch331,0.27040485829959515,2.0,0.0,0.05073485001006644,0.5,0.0,0.1020242914979757,1
REQUEST_FOR_DELETION,REQUEST_FOR_DELETION_one_seed,13,Jura1,0.27016194331983806,2.0,0.0,0.050130863700422794,0.5,0.0,0.10080971659919029,1
REQUEST_FOR_DELETION,REQUEST_FOR_DELETION_one_seed,14,Wiki13,0.2682591093117409,2.0,0.0,0.045399637608214215,0.5,0.0,0.09129554655870445,1
REQUEST_FOR_DELETION,REQUEST_FOR_DELETION_one_seed,15,Wolverène,0.2677732793522267,2.0,0.0,0.04419166498892692,0.5,0.0,0.0888663967611336,1
REQUEST_FOR_DELETION,REQUEST_FOR_DELETION_two_seed,1,BeneBot*,0.8513157894736842,1.0,1.0,0.43839339641634795,0.75,1.0,0.8815789473684211,1
REQUEST_FOR_DELETION,REQUEST_FOR_DELETION_two_seed,2,Ymblanter,0.7009109311740891,1.0,1.0,0.06442520636198913,0.75,1.0,0.12955465587044535,1
REQUEST_FOR_DELETION,REQUEST_FOR_DELETION_two_seed,3,Inkowik,0.6818421052631579,1.0,1.0,0.017012281054962754,0.75,1.0,0.03421052631578947,1
REQUEST_FOR_DELETION,REQUEST_FOR_DELETION_two_seed,4,Bill william compton,0.6817611336032389,1.0,1.0,0.01681095228508154,0.75,1.0,0.033805668016194335,1
REQUEST_FOR_DELETION,REQUEST_FOR_DELETION_two_seed,5,DeltaBot,0.45,2.0,0.0,0.4972820616066036,0.5,0.0,1.0,1
REQUEST_FOR_DELETION,REQUEST_FOR_DELETION_two_seed,6,Cycn,0.2989068825910931,2.0,0.0,0.12160257700825448,0.5,0.0,0.2445344129554656,1
REQUEST_FOR_DELETION,REQUEST_FOR_DELETION_two_seed,7,MisterSynergy,0.2788259109311741,2.0,0.0,0.07167304207771291,0.5,0.0,0.14412955465587046,1
REQUEST_FOR_DELETION,REQUEST_FOR_DELETION_two_seed,8,Lymantria,0.2786234817813765,2.0,0.0,0.07116972015300987,0.5,0.0,0.1431174089068826,1
REQUEST_FOR_DELETION,REQUEST_FOR_DELETION_two_seed,9,분당선M,0.27558704453441296,2.0,0.0,0.06361989128246427,0.5,0.0,0.12793522267206478,1
REQUEST_FOR_DELETION,REQUEST_FOR_DELETION_two_seed,10,Quakewoody,0.2730769230769231,2.0,0.0,0.057378699416146574,0.5,0.0,0.11538461538461539,1
